this_image,corr_ans,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,introtxt.started,start_resp.started,go_example.started,nogo_example.started,intro.stopped,start_resp.keys,start_resp.rt,start_resp.duration,trial.started,image.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,feedback.started,fbtxt.started,feedback.stopped,fbtxt.stopped,image.stopped,key_resp.stopped,end.started,textbox.started,end_resp.started,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,trialSeed,
go.png,space,5,1,21,2,36.76922899999772,,,,,,,,,,,36.76121460000286,36.76922899999772,36.76922899999772,37.186641299995244,space,1,0.4148519000009401,None,37.187243899999885,37.19480640000256,37.68662239999685,37.69370259999414,,,,,,,wjdgodbs,001,2026-08-12_14h36.51.944,gng,2023.2.3,121.4624073779345,2026-08-12 14h37.02.346548 +0900,1110179521,
nogo.png,None,5,2,22,3,37.69370259999414,,,,,,,,,,,37.687091999992845,37.69370259999414,37.69370259999414,39.68713299999945,None,1,,,39.68771739999647,39.69413150000037,40.185745800001314,40.19401039999502,39.69413150000037,39.69413150000037,,,,,wjdgodbs,001,2026-08-12_14h36.51.944,gng,2023.2.3,121.4624073779345,2026-08-12 14h37.02.346548 +0900,1110179521,
go.png,space,5,3,23,1,40.19401039999502,,,,,,,,,,,40.186148499997216,40.19401039999502,40.19401039999502,40.67911909999384,space,1,0.4805530000012368,None,40.67963650000456,40.686155100003816,41.178006100002676,41.185476800004835,,,,,,,wjdgodbs,001,2026-08-12_14h36.51.944,gng,2023.2.3,121.4624073779345,2026-08-12 14h37.02.346548 +0900,1110179521,
go.png,space,6,0,24,0,41.185476800004835,,,,,,,,,,,41.17857509999885,41.185476800004835,41.185476800004835,41.66187419999915,space,1,0.4709230000007665,None,41.662384700000985,41.668435400002636,42.161330000002636,42.16907239999273,,,,,,,wjdgodbs,001,2026-08-12_14h36.51.944,gng,2023.2.3,121.4624073779345,2026-08-12 14h37.02.346548 +0900,1110179521,
nogo.png,None,6,1,25,3,42.16907239999273,,,,,,,,,,,42.1618226999999,42.16907239999273,42.16907239999273,44.16143690000172,None,1,,,44.161932599992724,44.168771099997684,44.66137489999528,44.669029800003045,44.168771099997684,44.168771099997684,,,,,wjdgodbs,001,2026-08-12_14h36.51.944,gng,2023.2.3,121.4624073779345,2026-08-12 14h37.02.346548 +0900,1110179521,
go.png,space,6,2,26,1,44.669029800003045,,,,,,,,,,,44.66178419999778,44.669029800003045,44.669029800003045,44.988474300000235,space,1,0.3167195999994874,None,44.98901019999175,44.9948105999938,45.48641650000354,45.494153699997696,,,,,,,wjdgodbs,001,2026-08-12_14h36.51.944,gng,2023.2.3,121.4624073779345,2026-08-12 14h37.02.346548 +0900,1110179521,
go.png,space,6,3,27,2,45.494153699997696,,,,,,,,,,,45.48679599999741,45.494153699997696,45.494153699997696,45.81972030000179,space,1,0.32078579999506474,None,45.82029909999983,45.82731619999686,46.31971429999976,46.32759089999308,,,,,,,wjdgodbs,001,2026-08-12_14h36.51.944,gng,2023.2.3,121.4624073779345,2026-08-12 14h37.02.346548 +0900,1110179521,
go.png,space,7,0,28,2,46.32759089999308,,,,,,,,,,,46.32016119999753,46.32759089999308,46.32759089999308,46.67856919999758,space,1,0.34837450001214165,None,46.6789931999956,46.68591000000015,47.17770450000535,47.18612420000136,,,,,,,wjdgodbs,001,2026-08-12_14h36.51.944,gng,2023.2.3,121.4624073779345,2026-08-12 14h37.02.346548 +0900,1110179521,
nogo.png,None,7,1,29,3,47.18612420000136,,,,,,,,,,,47.178184799995506,47.18612420000136,47.18612420000136,49.17787919999682,None,1,,,49.17826929999865,49.185841400001664,49.67767889999959,49.68569759999809,49.185841400001664,49.185841400001664,,,,,wjdgodbs,001,2026-08-12_14h36.51.944,gng,2023.2.3,121.4624073779345,2026-08-12 14h37.02.346548 +0900,1110179521,
go.png,space,7,2,30,1,49.68569759999809,,,,,,,,,,,49.678131399996346,49.68569759999809,49.68569759999809,50.162756899997476,space,1,0.4754197000002023,None,50.163343099993654,50.17068890000519,50.66891730000498,,,,,,,,wjdgodbs,001,2026-08-12_14h36.51.944,gng,2023.2.3,121.4624073779345,2026-08-12 14h37.02.346548 +0900,1110179521,
go.png,space,7,3,31,0,50.67768419999629,,,,,,,,,,,50.66940990000148,50.67768419999629,50.67768419999629,51.07905469999241,space,1,0.39438880000670906,None,51.07964979999815,51.08639250000124,51.57881809999526,51.58579319999262,,,,,,,wjdgodbs,001,2026-08-12_14h36.51.944,gng,2023.2.3,121.4624073779345,2026-08-12 14h37.02.346548 +0900,1110179521,
nogo.png,None,8,0,32,3,51.58579319999262,,,,,,,,,,,51.57930260000285,51.58579319999262,51.58579319999262,53.57765389999258,None,1,,,53.57830880000256,53.58518439999898,54.07742529999814,54.08541709999554,53.58518439999898,53.58518439999898,,,,,wjdgodbs,001,2026-08-12_14h36.51.944,gng,2023.2.3,121.4624073779345,2026-08-12 14h37.02.346548 +0900,1110179521,
go.png,space,8,1,33,0,54.08541709999554,,,,,,,,,,,54.077712500002235,54.08541709999554,54.08541709999554,54.57848759999615,space,1,0.491482299999916,None,54.57889380000415,54.58583690000523,55.07795599999372,55.08556829999725,,,,,,,wjdgodbs,001,2026-08-12_14h36.51.944,gng,2023.2.3,121.4624073779345,2026-08-12 14h37.02.346548 +0900,1110179521,
go.png,space,8,2,34,1,55.08556829999725,,,,,,,,,,,55.07839559999411,55.08556829999725,55.08556829999725,55.53688339999644,space,1,0.4426267000089865,None,55.53738759999396,55.54466329999559,56.036537599997246,56.043959300004644,,,,,,,wjdgodbs,001,2026-08-12_14h36.51.944,gng,2023.2.3,121.4624073779345,2026-08-12 14h37.02.346548 +0900,1110179521,
go.png,space,8,3,35,2,56.043959300004644,,,,,,,,,,,56.036999300005846,56.043959300004644,56.043959300004644,56.37846469999931,space,1,0.33045759999367874,None,56.37905790000514,56.38649469999655,56.886333000002196,,,,,,,,wjdgodbs,001,2026-08-12_14h36.51.944,gng,2023.2.3,121.4624073779345,2026-08-12 14h37.02.346548 +0900,1110179521,
nogo.png,None,9,0,36,3,56.89441409999563,,,,,,,,,,,56.886806599999545,56.89441409999563,56.89441409999563,58.88593109999783,None,1,,,58.88625769999635,58.894049099995755,59.38640089999535,,,,,,,,wjdgodbs,001,2026-08-12_14h36.51.944,gng,2023.2.3,121.4624073779345,2026-08-12 14h37.02.346548 +0900,1110179521,
go.png,space,9,1,37,1,59.394442699995125,,,,,,,,,,,59.38683509999828,59.394442699995125,59.394442699995125,59.80343179999909,space,1,0.40380039998854045,None,59.80386600000202,59.810560500001884,60.30334230000153,60.31112559999747,,,,,,,wjdgodbs,001,2026-08-12_14h36.51.944,gng,2023.2.3,121.4624073779345,2026-08-12 14h37.02.346548 +0900,1110179521,
go.png,space,9,2,38,0,60.31112559999747,,,,,,,,,,,60.30378339999879,60.31112559999747,60.31112559999747,60.67832360000466,space,1,0.36460210000223015,None,60.67879309999989,60.68643410000368,61.17793619999429,61.18578949999937,,,,,,,wjdgodbs,001,2026-08-12_14h36.51.944,gng,2023.2.3,121.4624073779345,2026-08-12 14h37.02.346548 +0900,1110179521,
go.png,space,9,3,39,2,61.18578949999937,,,,,,,,,,,61.17829999999958,61.18578949999937,61.18578949999937,61.6372221000056,space,1,0.44516079999448266,None,61.637963799992576,61.64409560000058,62.13624490000075,62.27335600000515,,,,,,,wjdgodbs,001,2026-08-12_14h36.51.944,gng,2023.2.3,121.4624073779345,2026-08-12 14h37.02.346548 +0900,1110179521,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.136332299996866,62.27335600000515,62.27335600000515,105.27165179999429,,,,,,,,,
